  12:04:01,1,2,3,4,5
JOSHI,33,52,22,,
JOSHI,33,36,478,,
RHPL,34,39,250,,
RHPL,49,39,220,,
RHPL,49,39,30,,
SAHAS,48,41,440,,
SAHAS,22,41,10,,
SAHAS,42,41,50,,
MBJC,26,11,10,,
LBBL,1,58,27,,
LBBL,1,25,100,,
AKJCL,51,41,600,,
LBBL,1,34,321,,
AKJCL,51,32,400,,
SANIMA,52,17,1765,,
SANIMA,14,17,100,,
SANIMA,26,17,135,,
MBJC,26,16,10,,
MBJC,26,58,10,,
MNBBL,48,6,10,,
MBJC,26,38,10,,
LGIL,38,22,380,,
MBJC,38,17,60,,
GRDBL,14,21,100,,
AKJCL,11,32,40,,
AKJCL,46,32,500,,
AKJCL,58,32,90,,
AKJCL,35,32,970,,
RHPL,49,3,20,,
MBJC,26,49,10,,
NGPL,28,34,226,,
NGPL,28,57,200,,
NGPL,28,58,50,,
NGPL,28,14,24,,
NICA,46,48,145,,
KBL,46,7,25,,
MBJC,42,17,500,,
NHPC,55,51,2000,,
ULI,59,8,10,,
MBJC,26,47,10,,
MBJC,26,47,10,,
PIC,39,34,12,,
NMB,14,41,100,,
NMB,10,41,242,,
MBJC,59,17,190,,
MBJC,59,16,10,,
ICFC,59,32,200,,
GIMES1,51,4,800,,
MBJC,26,58,10,,
SAHAS,42,58,10,,
MBJC,26,48,10,,
MBJC,48,17,10,,
MBJC,48,49,10,,
NICA,4,48,55,,
NICA,4,58,200,,
NICA,4,56,45,,
SBI,44,58,1660,,
NIFRA,32,34,40,,
MBJC,26,57,10,,
NIL,25,50,187,,
NIL,25,59,13,,
MBJC,26,47,10,,
PCBL,52,47,50,,
MBJC,45,17,100,,
UPPER,43,49,20,,
PFL,43,14,50,,
UPPER,43,58,40,,
RLI,39,22,10,,
CIT,16,11,10,,
CIT,58,11,51,,
MBJC,26,40,10,,
HIDCL,4,58,30,,
HIDCL,58,58,20,,
MBJC,26,58,10,,
MBJC,26,56,10,,
RHPL,48,3,50,,
JFL,53,59,100,,
BBC,53,55,20,,
JFL,53,35,40,,
BBC,53,57,10,,
JFL,53,58,20,,
BBC,53,6,10,,
NGPL,45,19,200,,
NGPL,53,19,200,,
NGPL,43,19,300,,
NGPL,26,19,100,,
NGPL,4,19,200,,
LBBL,43,34,179,,
LBBL,43,44,21,,
MBJC,26,59,10,,
JBBL,29,17,764,,
JBBL,29,14,110,,
JBBL,29,50,20,,
NBL,58,36,100,,
GBIME,38,33,100,,
MBJC,26,14,10,,
MBJC,26,35,10,,
MBJC,56,17,290,,
MBJC,56,26,10,,
NABIL,10,57,50,,
CBL,57,52,100,,
NLIC,57,44,100,,
MBJC,26,57,10,,
CBL,57,17,100,,
MKLB,45,42,10,,
MBJC,26,8,10,,
JOSHI,55,36,250,,
PRVU,4,45,50,,
PRVU,28,45,200,,
AHPC,41,59,39,,
AHPC,41,29,300,,
AHPC,41,46,60,,
MBJC,40,17,490,,
MBJC,40,21,10,,
DDBL,51,7,10,,
DDBL,8,7,40,,
DDBL,53,7,30,,
DDBL,57,7,20,,
RHPL,38,19,50,,
CCBL,14,10,473,,
LEC,14,29,10,,
JBLB,38,43,10,,
LEC,14,35,10,,
MBJC,26,34,10,,
KSBBL,46,45,97,,
KSBBL,46,26,244,,
PRVU,57,34,86,,
PRVU,57,46,914,,
SHIVM,57,49,20,,
SHIVM,57,58,19,,
SHIVM,57,52,50,,
SHIVM,57,32,100,,
LICN,42,57,200,,
SSHL,35,34,300,,
NABIL,35,57,50,,
SHPC,53,43,30,,
SLI,49,8,10,,
AKJCL,19,41,10,,
RLI,39,34,10,,
NRIC,45,53,51,,
NIFRA,45,58,10,,
SICL,50,51,15,,
MBJC,44,17,100,,
NIFRA,45,10,110,,
NIFRA,47,10,40,,
RADHI,57,49,136,,
MBJC,26,29,10,,
API,51,5,55,,
MBJC,26,47,10,,
GBIME,7,33,300,,
MBJC,40,17,190,,
MBJC,40,34,10,,
CGH,45,44,100,,
JLI,56,58,10,,
CFCL,1,34,380,,
CFCL,1,52,120,,
MBJC,26,38,10,,
MLBL,38,17,50,,
JOSHI,16,36,140,,
HDL,48,17,20,,
HDL,48,22,28,,
HDL,48,47,10,,
HDL,48,32,10,,
HDL,48,59,60,,
HDL,48,32,20,,
HDL,48,32,20,,
NLIC,33,48,11,,
HDL,48,58,32,,
GIC,17,51,10,,
GLH,26,22,10,,
RHPL,49,22,10,,
AHPC,26,59,190,,
AHPC,28,59,310,,
AHPC,28,45,190,,
GBLBS,57,14,50,,
GBLBS,57,44,15,,
MBJC,5,57,10,,
GBLBS,57,6,60,,
MBJC,5,57,10,,
NICLBSL,16,5,30,,
NICLBSL,57,5,10,,
SHPC,49,43,70,,
CBBL,14,29,4,,
GLICL,59,59,500,,
GLICL,59,34,500,,
MBJC,5,3,10,,
MBJC,5,58,10,,
AHPC,58,45,550,,
SBI,14,58,340,,
SBI,14,57,25,,
MBJC,35,38,10,,
SBI,14,42,50,,
SHEL,48,38,10,,
AHPC,1,45,200,,
MBJC,35,16,10,,
NGPL,49,50,200,,
KSBBL,51,45,44,,
ICFC,6,14,100,,
MBJC,35,52,10,,
LBL,57,18,50,,
SBI,44,58,225,,
SBI,44,19,180,,
SBI,44,4,10,,
MBJC,35,10,10,,
UPCL,42,57,35,,
PICL,28,5,10,,
MBJC,37,17,100,,
PICL,39,5,410,,
PICL,39,34,90,,
MBJC,43,17,20,,
LBBL,41,44,50,,
GBBL,41,39,140,,
NHPC,41,51,100,,
CHDC,40,3,180,,
CHDC,40,33,750,,
CHDC,40,47,300,,
CHDC,40,34,70,,
CHDC,40,14,150,,
CHDC,40,32,50,,
SJCL,40,59,30,,
SLICL,32,29,300,,
SLICL,32,44,300,,
MBJC,45,17,15,,
MBJC,45,46,10,,
MBJC,45,46,10,,
MBJC,45,55,10,,
MBJC,45,39,10,,
MBJC,45,29,10,,
MBJC,45,58,10,,
MBJC,45,22,10,,
MBJC,45,53,75,,
UMHL,14,44,330,,
CLBSL,17,58,10,,
AHPC,34,45,60,,
AHPC,34,26,500,,
AHPC,34,51,100,,
AHPC,34,57,40,,
AKPL,50,42,10,,
UPCL,20,57,25,,
SJCL,48,6,200,,
HIDCL,4,19,838,,
UPPER,43,43,40,,
EBL,45,36,50,,
ULI,6,58,10,,
NTC,38,32,10,,
MBJC,13,53,10,,
MBJC,35,17,10,,
CBBL,14,37,12,,
JBLB,6,35,10,,
CHCL,52,59,12,,
CHCL,52,26,30,,
NIFRA,47,42,60,,
CFCL,19,52,880,,
CFCL,19,22,20,,
CFCL,19,57,100,,
PRIN,19,47,20,,
MBJC,35,35,10,,
HIDCL,41,16,150,,
HIDCL,41,58,100,,
SPDL,21,52,694,,
SPDL,21,42,665,,
SPDL,21,49,1000,,
SPDL,21,16,500,,
SPDL,21,1,100,,
SPDL,21,50,100,,
SPDL,21,50,150,,
SPDL,21,16,500,,
SPDL,21,48,45,,
SPDL,21,16,200,,
SPDL,21,59,46,,
NRN,38,39,110,,
NRN,38,38,90,,
AHPC,1,57,30,,
PLI,48,22,10,,
MBJC,35,34,10,,
NTC,46,32,30,,
NTC,46,34,100,,
NTC,46,18,1000,,
NTC,46,6,10,,
NTC,46,58,60,,
GLICL,20,33,300,,
NMB,10,52,500,,
NMB,10,19,50,,
NMB,10,8,18,,
NMB,10,10,190,,
RLFL,48,21,142,,
NRIC,14,6,40,,
MBJC,35,8,10,,
MBJC,35,59,10,,
NABIL,55,36,10,,
HDL,45,19,20,,
HDL,45,4,20,,
API,49,58,65,,
HIDCL,4,58,65,,
RLFL,14,21,200,,
UMHL,13,44,70,,
UMHL,13,38,30,,
HIDCL,25,34,44,,
HIDCL,40,34,56,,
JOSHI,50,36,50,,
SSHL,50,34,150,,
MBJC,13,57,10,,
RADHI,49,51,12,,
MBJC,50,53,10,,
MBJC,41,53,20,,
MBJC,14,53,100,,
MBJC,47,53,500,,
MBJC,42,53,100,,
MBJC,52,53,200,,
MBJC,58,53,100,,
MBJC,14,53,10,,
MBJC,14,53,300,,
MBJC,32,53,500,,
MBJC,32,53,10,,
MBJC,34,53,10,,
MBJC,47,53,15,,
MBJC,22,53,100,,
MBJC,35,53,140,,
MBJC,10,53,100,,
MBJC,56,53,100,,
MBJC,19,53,90,,
MBJC,26,53,510,,
MBJC,26,45,10,,
GFCL,21,42,50,,
GFCL,21,32,50,,
KBL,58,7,100,,
SHPC,49,34,20,,
SHPC,49,48,10,,
SHPC,49,1,2000,,
SHPC,49,13,500,,
SHPC,49,49,400,,
MBJC,26,49,10,,
JOSHI,49,36,82,,
NIFRA,52,13,62,,
NIFRA,21,13,11,,
NIFRA,51,13,10,,
NIFRA,34,13,17,,
MBJC,26,4,10,,
AHPC,57,57,150,,
MBJC,26,57,10,,
GBBL,57,39,280,,
GBBL,57,17,20,,
API,13,25,1543,,
API,45,25,500,,
API,37,25,50,,
API,45,25,907,,
PFL,45,44,20,,
NYADI,38,10,10,,
MBJC,26,47,10,,
MBJC,26,39,10,,
NLIC,19,44,107,,
UPPER,44,45,48,,
HDL,57,45,10,,
PMHPL,58,13,90,,
PMHPL,58,28,910,,
GLH,34,14,100,,
JBBL,48,38,55,,
MBJC,26,38,10,,
JBBL,39,38,45,,
BOKL,36,51,500,,
MBJC,26,49,10,,
MBJC,26,49,10,,
MBJC,26,22,10,,
NIFRA,34,25,20,,
HDL,50,34,10,,
NIFRA,34,10,13,,
HDL,49,34,10,,
NIFRA,34,50,20,,
MNBBL,26,34,50,,
MBJC,26,42,10,,
MBJC,26,42,10,,
PFL,17,14,50,,
PICL,28,5,400,,
MBJC,26,35,10,,
CHDC,1,35,10,,
ADBL,39,54,70,,
MBJC,26,6,10,,
SLI,36,43,20,,
IGI,34,8,59,,
IGI,49,8,41,,
UPPER,51,43,10,,
API,51,49,79,,
API,51,38,21,,
API,51,49,40,,
API,51,35,300,,
API,51,46,60,,
MBJC,26,7,10,,
LGIL,45,22,220,,
LGIL,45,35,200,,
LGIL,45,1,80,,
GUFL,58,58,10,,
MBJC,26,58,10,,
CCBL,3,38,30,,
MBJC,26,36,10,,
HURJA,32,6,10,,
HURJA,1,6,10,,
HIDCL,40,28,200,,
GBIME,4,33,40,,
GBLBS,39,51,25,,
SAHAS,22,41,190,,
SAHAS,43,41,300,,
SAHAS,34,41,40,,
SAHAS,58,41,70,,
SAHAS,42,41,500,,
PCBL,52,48,350,,
PCBL,52,39,1000,,
PCBL,52,19,300,,
PCBL,52,45,270,,
PCBL,52,45,20,,
NLIC,58,44,50,,
PIC,58,40,100,,
PPCL,29,57,100,,
MBJC,26,29,10,,
PPCL,29,57,150,,
HIDCL,40,26,250,,
MBJC,26,42,10,,
SBI,56,49,86,,
MBJC,26,10,10,,
SBI,6,49,100,,
AKJCL,43,41,50,,
NYADI,38,22,10,,
KBL,41,7,200,,
UMHL,28,48,280,,
PICL,52,34,910,,
PICL,52,57,90,,
RADHI,45,45,100,,
RADHI,45,58,35,,
RADHI,45,58,15,,
KSBBL,51,21,31,,
AKJCL,35,58,30,,
AKJCL,13,58,10,,
JOSHI,57,58,10,,
API,45,38,50,,
MNBBL,34,34,40,,
MNBBL,34,26,10,,
MBJC,26,34,10,,
CBL,33,6,100,,
MBJC,26,16,10,,
MBJC,26,17,10,,
ULI,6,36,10,,
ULI,6,19,10,,
ULI,6,52,10,,
EBL,50,36,247,,
EBL,50,14,100,,
EBL,50,50,300,,
EBL,50,46,150,,
EBL,50,44,387,,
EBL,50,35,116,,
EBL,50,43,200,,
EDBL,52,51,50,,
MBJC,26,45,10,,
PPCL,21,57,50,,
SLI,36,58,10,,
MBJC,26,59,10,,
NRIC,14,50,10,,
SBI,3,51,380,,
MBJC,26,48,10,,
LBL,48,18,100,,
NLIC,48,44,100,,
SLI,36,51,10,,
AHPC,36,57,80,,
AHPC,36,50,20,,
MBJC,26,49,10,,
MBJC,26,49,10,,
CBL,13,6,200,,
NTC,22,5,100,,
MBJC,26,34,10,,
UPCL,26,57,500,,
CBL,46,6,200,,
NLIC,46,44,200,,
MBJC,26,57,10,,
API,45,42,50,,
SGI,45,44,10,,
CCBL,56,10,178,,
CCBL,56,47,310,,
CCBL,56,45,12,,
MBJC,26,6,10,,
PMHPL,50,28,1000,,
KLBSL,51,40,24,,
AKPL,21,55,200,,
NBL,55,16,95,,
NABIL,21,13,40,,
NABIL,21,35,10,,
MBJC,26,58,10,,
HDL,38,4,10,,
MLBSL,49,41,92,,
MBJC,26,34,10,,
HDHPC,51,26,100,,
HDHPC,51,7,60,,
HDHPC,51,51,170,,
KSBBL,51,38,25,,
HDHPC,51,45,30,,
NICA,46,56,55,,
NICA,46,34,100,,
NICA,46,17,20,,
NICA,46,13,500,,
NICA,46,17,100,,
MKJC,52,26,10,,
NICA,46,4,25,,
NICA,46,52,100,,
NICA,46,42,80,,
NICA,46,53,20,,
AHPC,35,46,200,,
BPCL,42,42,200,,
UPPER,44,6,50,,
UPPER,44,38,50,,
UPPER,44,55,30,,
UPPER,44,57,50,,
UPPER,44,6,20,,
UPPER,44,1,80,,
MBJC,26,37,10,,
SFCL,41,13,20,,
SFCL,41,6,100,,
SFCL,41,16,50,,
SFCL,41,41,30,,
SCB,41,43,30,,
GUFL,58,59,110,,
HDL,58,4,20,,
MBJC,26,58,10,,
GUFL,58,38,366,,
MBJC,26,38,10,,
MBJC,26,40,10,,
JOSHI,57,13,20,,
MBJC,26,49,10,,
NIFRA,34,22,44,,
UPPER,36,1,10,,
MBJC,26,34,10,,
MBJC,26,34,10,,
UPPER,34,1,110,,
UPPER,34,50,90,,
UMHL,28,28,800,,
CORBL,26,43,140,,
SLICL,32,44,500,,
API,45,56,100,,
UPPER,33,50,10,,
UPPER,33,45,50,,
UPPER,33,57,50,,
UPPER,33,34,100,,
UPPER,33,49,50,,
UPPER,33,45,20,,
UPPER,33,6,260,,
UPPER,33,45,40,,
UPPER,33,56,420,,
MBL,43,53,20,,
MBL,43,45,20,,
MBL,43,55,160,,
SHPC,43,7,200,,
SHPC,43,21,300,,
SBI,45,51,20,,
SBI,45,7,100,,
HDL,28,59,30,,
HDL,34,59,20,,
HDL,48,59,25,,
HDL,41,59,10,,
HDL,6,59,10,,
HDL,32,59,10,,
HDL,40,59,10,,
HDL,47,59,10,,
HDL,47,59,10,,
HDL,6,59,40,,
HDL,41,59,100,,
HDL,22,59,25,,
HDL,6,59,10,,
HDL,41,59,10,,
HDL,4,59,15,,
HDL,37,59,12,,
HDL,49,59,36,,
HDL,50,59,10,,
HDL,47,59,20,,
MBJC,26,21,10,,
HDL,58,59,10,,
HDL,49,59,10,,
HDL,20,59,10,,
UNHPL,59,6,200,,
HDL,53,59,50,,
MBJC,26,38,10,,
MBJC,26,38,10,,
MBJC,26,58,10,,
MBJC,26,58,10,,
SCB,58,43,20,,
SADBL,22,45,175,,
NIFRA,49,10,37,,
NIFRA,49,14,29,,
NIFRA,49,21,34,,
UPCL,28,57,140,,
MBJC,26,57,10,,
MEGA,56,26,500,,
MBJC,26,10,10,,
UMHL,10,28,800,,
MBJC,26,32,10,,
UPCL,58,41,50,,
UPCL,43,41,50,,
ICFC,6,47,20,,
GLICL,6,40,100,,
GLICL,6,35,60,,
KBL,6,7,200,,
AKJCL,11,41,100,,
MBJC,26,7,10,,
NRIC,45,45,63,,
NRIC,21,45,33,,
UPPER,52,56,80,,
NRIC,10,45,14,,
UPPER,52,48,20,,
UPPER,52,34,90,,
MBJC,49,21,10,,
MBJC,49,58,10,,
MBJC,49,58,10,,
API,45,58,150,,
MBJC,49,58,10,,
ICFC,13,17,500,,
CBL,35,6,400,,
CBL,35,11,100,,
MBJC,49,34,10,,
KKHC,34,41,50,,
PICL,28,58,590,,
FMDBL,42,41,10,,
FMDBL,42,40,20,,
MBJC,49,4,10,,
LEC,7,44,10,,
NICLBSL,59,5,30,,
GBIME,45,51,56,,
MBJC,49,10,10,,
NIFRA,6,6,50,,
GBBL,29,58,148,,
MBJC,49,7,10,,
KBL,8,7,100,,
MBJC,49,45,10,,
KRBL,52,45,10,,
MBJC,49,45,10,,
PICL,59,58,410,,
PICL,59,50,20,,
MBJC,49,59,10,,
JOSHI,38,13,20,,
JOSHI,38,43,180,,
SLI,38,34,50,,
NLIC,3,44,36,,
HGI,22,42,14,,
CHDC,1,22,10,,
HGI,22,41,100,,
JOSHI,49,43,20,,
MBJC,49,49,10,,
NABIL,4,34,18,,
NABIL,42,34,50,,
NABIL,17,34,30,,
NABIL,51,34,50,,
NABIL,41,34,10,,
NABIL,36,34,10,,
NABIL,51,34,10,,
NABIL,38,34,50,,
NABIL,7,34,10,,
NABIL,35,34,10,,
SICL,4,34,50,,
NABIL,28,34,50,,
SICL,29,34,45,,
NABIL,35,34,30,,
MBJC,49,57,10,,
SHIVM,36,5,100,,
SHIVM,36,6,50,,
SHIVM,36,49,30,,
MBJC,49,36,10,,
MBJC,49,42,10,,
CFCL,48,58,85,,
CFCL,48,45,80,,
MBJC,49,35,10,,
AKJCL,13,35,100,,
HDL,43,40,10,,
AKPL,40,42,59,,
AKPL,40,57,41,,
BARUN,1,32,100,,
MBJC,49,49,10,,
SRBL,49,32,500,,
NIFRA,6,57,150,,
NIFRA,38,57,50,,
BPCL,26,42,200,,
MBJC,49,54,10,,
MBJC,49,46,10,,
MBJC,49,4,10,,
JLI,56,55,10,,
JLI,56,44,10,,
JLI,56,58,10,,
JLI,56,53,10,,
JLI,56,13,10,,
RLFL,43,34,50,,
SHIVM,16,49,170,,
SHIVM,16,58,10,,
SHIVM,16,38,40,,
SHIVM,16,56,30,,
SHIVM,16,42,50,,
CFCL,7,45,500,,
HIDCL,40,51,150,,
HIDCL,40,34,1000,,
HIDCL,40,58,344,,
NLIC,33,45,28,,
NLIC,34,45,116,,
MBJC,49,21,10,,
MBJC,49,38,10,,
MBJC,49,58,10,,
MBJC,49,58,10,,
GBBL,58,58,100,,
SHIVM,46,3,90,,
CCBL,3,58,50,,
IGI,1,6,30,,
IGI,1,21,20,,
MBJC,49,49,10,,
MBJC,49,34,10,,
MBJC,49,57,10,,
RLFL,43,34,50,,
MBJC,49,10,10,,
NLBBL,14,38,100,,
NLBBL,14,14,100,,
NLBBL,14,45,100,,
NLBBL,14,42,100,,
MBJC,49,38,10,,
MBL,21,45,100,,
MBL,45,45,50,,
PICL,39,45,350,,
HDL,45,45,4,,
SANIMA,52,26,315,,
SANIMA,52,43,300,,
AKPL,13,51,192,,
RHPL,49,5,100,,
RHPL,49,52,100,,
RHPL,49,42,70,,
MBJC,49,49,10,,
LICN,35,57,200,,
UPCL,43,35,100,,
CFCL,20,45,20,,
BFC,38,57,300,,
CBL,26,57,10,,
SADBL,36,45,100,,
NABIL,35,32,70,,
NABIL,17,32,30,,
MBJC,49,21,10,,
PIC,36,21,300,,
SAHAS,58,8,10,,
PIC,58,21,482,,
NLBBL,14,14,100,,
HGI,4,41,500,,
KSBBL,46,44,159,,
KSBBL,21,44,13,,
KSBBL,6,44,10,,
KSBBL,16,44,31,,
MBJC,49,17,10,,
MBJC,49,39,10,,
CIT,57,7,30,,
NIL,21,25,25,,
MBJC,49,21,10,,
MBJC,49,38,10,,
MBJC,49,58,10,,
MBJC,49,58,10,,
GUFL,34,58,42,,
KBL,58,7,100,,
SHPC,49,34,20,,
SHPC,49,48,10,,
SHPC,49,1,2000,,
SHPC,49,13,500,,
SHPC,49,49,400,,
MBJC,26,49,10,,
JOSHI,49,36,82,,
NIFRA,52,13,62,,
NIFRA,21,13,11,,
NIFRA,51,13,10,,
NIFRA,34,13,17,,
MBJC,26,4,10,,
AHPC,57,57,150,,
MBJC,26,57,10,,
GBBL,57,39,280,,
GBBL,57,17,20,,
API,13,25,1543,,
API,45,25,500,,
API,37,25,50,,
API,45,25,907,,
PFL,45,44,20,,
NYADI,38,10,10,,
MBJC,26,47,10,,
MBJC,26,39,10,,
NLIC,19,44,107,,
UPPER,44,45,48,,
HDL,57,45,10,,
PMHPL,58,13,90,,
PMHPL,58,28,910,,
GLH,34,14,100,,
JBBL,48,38,55,,
MBJC,26,38,10,,
JBBL,39,38,45,,
BOKL,36,51,500,,
MBJC,26,49,10,,
MBJC,26,49,10,,
MBJC,26,22,10,,
NIFRA,34,25,20,,
HDL,50,34,10,,
NIFRA,34,10,13,,
HDL,49,34,10,,
NIFRA,34,50,20,,
MNBBL,26,34,50,,
MBJC,26,42,10,,
MBJC,26,42,10,,
PFL,17,14,50,,
PICL,28,5,400,,
MBJC,26,35,10,,
CHDC,1,35,10,,
ADBL,39,54,70,,
MBJC,26,6,10,,
SLI,36,43,20,,
IGI,34,8,59,,
IGI,49,8,41,,
UPPER,51,43,10,,
API,51,49,79,,
API,51,38,21,,
API,51,49,40,,
API,51,35,300,,
API,51,46,60,,
MBJC,26,7,10,,
LGIL,45,22,220,,
LGIL,45,35,200,,
LGIL,45,1,80,,
GUFL,58,58,10,,
MBJC,26,58,10,,
CCBL,3,38,30,,
MBJC,26,36,10,,
HURJA,32,6,10,,
HURJA,1,6,10,,
HIDCL,40,28,200,,
GBIME,4,33,40,,
GBLBS,39,51,25,,
SAHAS,22,41,190,,
SAHAS,43,41,300,,
SAHAS,34,41,40,,
SAHAS,58,41,70,,
SAHAS,42,41,500,,
PCBL,52,48,350,,
PCBL,52,39,1000,,
PCBL,52,19,300,,
PCBL,52,45,270,,
PCBL,52,45,20,,
NLIC,58,44,50,,
PIC,58,40,100,,
PPCL,29,57,100,,
MBJC,26,29,10,,
PPCL,29,57,150,,
HIDCL,40,26,250,,
MBJC,26,42,10,,
SBI,56,49,86,,
MBJC,26,10,10,,
SBI,6,49,100,,
AKJCL,43,41,50,,
NYADI,38,22,10,,
KBL,41,7,200,,
UMHL,28,48,280,,
PICL,52,34,910,,
PICL,52,57,90,,
RADHI,45,45,100,,
RADHI,45,58,35,,
RADHI,45,58,15,,
KSBBL,51,21,31,,
AKJCL,35,58,30,,
AKJCL,13,58,10,,
JOSHI,57,58,10,,
API,45,38,50,,
MNBBL,34,34,40,,
MNBBL,34,26,10,,
MBJC,26,34,10,,
CBL,33,6,100,,
MBJC,26,16,10,,
MBJC,26,17,10,,
ULI,6,36,10,,
ULI,6,19,10,,
ULI,6,52,10,,
EBL,50,36,247,,
EBL,50,14,100,,
EBL,50,50,300,,
EBL,50,46,150,,
EBL,50,44,387,,
EBL,50,35,116,,
EBL,50,43,200,,
EDBL,52,51,50,,
MBJC,26,45,10,,
PPCL,21,57,50,,
SLI,36,58,10,,
MBJC,26,59,10,,
NRIC,14,50,10,,
SBI,3,51,380,,
MBJC,26,48,10,,
LBL,48,18,100,,
NLIC,48,44,100,,
SLI,36,51,10,,
AHPC,36,57,80,,
AHPC,36,50,20,,
MBJC,26,49,10,,
MBJC,26,49,10,,
CBL,13,6,200,,
NTC,22,5,100,,
MBJC,26,34,10,,
UPCL,26,57,500,,
CBL,46,6,200,,
NLIC,46,44,200,,
MBJC,26,57,10,,
API,45,42,50,,
SGI,45,44,10,,
CCBL,56,10,178,,
CCBL,56,47,310,,
CCBL,56,45,12,,
MBJC,26,6,10,,
PMHPL,50,28,1000,,
KLBSL,51,40,24,,
AKPL,21,55,200,,
NBL,55,16,95,,
NABIL,21,13,40,,
NABIL,21,35,10,,
MBJC,26,58,10,,
HDL,38,4,10,,
MLBSL,49,41,92,,
MBJC,26,34,10,,
HDHPC,51,26,100,,
HDHPC,51,7,60,,
HDHPC,51,51,170,,
KSBBL,51,38,25,,
HDHPC,51,45,30,,
NICA,46,56,55,,
NICA,46,34,100,,
NICA,46,17,20,,
NICA,46,13,500,,
NICA,46,17,100,,
MKJC,52,26,10,,
NICA,46,4,25,,
NICA,46,52,100,,
NICA,46,42,80,,
NICA,46,53,20,,
AHPC,35,46,200,,
BPCL,42,42,200,,
UPPER,44,6,50,,
UPPER,44,38,50,,
UPPER,44,55,30,,
UPPER,44,57,50,,
UPPER,44,6,20,,
UPPER,44,1,80,,
MBJC,26,37,10,,
SFCL,41,13,20,,
SFCL,41,6,100,,
SFCL,41,16,50,,
SFCL,41,41,30,,
SCB,41,43,30,,
GUFL,58,59,110,,
HDL,58,4,20,,
MBJC,26,58,10,,
GUFL,58,38,366,,
MBJC,26,38,10,,
MBJC,26,40,10,,
JOSHI,57,13,20,,
MBJC,26,49,10,,
NIFRA,34,22,44,,
UPPER,36,1,10,,
MBJC,26,34,10,,
MBJC,26,34,10,,
UPPER,34,1,110,,
UPPER,34,50,90,,
UMHL,28,28,800,,
CORBL,26,43,140,,
SLICL,32,44,500,,
API,45,56,100,,
UPPER,33,50,10,,
UPPER,33,45,50,,
UPPER,33,57,50,,
UPPER,33,34,100,,
UPPER,33,49,50,,
UPPER,33,45,20,,
UPPER,33,6,260,,
UPPER,33,45,40,,
UPPER,33,56,420,,
MBL,43,53,20,,
MBL,43,45,20,,
MBL,43,55,160,,
SHPC,43,7,200,,
SHPC,43,21,300,,
SBI,45,51,20,,
SBI,45,7,100,,
HDL,28,59,30,,
HDL,34,59,20,,
HDL,48,59,25,,
HDL,41,59,10,,
HDL,6,59,10,,
HDL,32,59,10,,
HDL,40,59,10,,
HDL,47,59,10,,
HDL,47,59,10,,
HDL,6,59,40,,
HDL,41,59,100,,
HDL,22,59,25,,
HDL,6,59,10,,
HDL,41,59,10,,
HDL,4,59,15,,
HDL,37,59,12,,
HDL,49,59,36,,
HDL,50,59,10,,
HDL,47,59,20,,
MBJC,26,21,10,,
HDL,58,59,10,,
HDL,49,59,10,,
HDL,20,59,10,,
UNHPL,59,6,200,,
HDL,53,59,50,,
MBJC,26,38,10,,
MBJC,26,38,10,,
MBJC,26,58,10,,
MBJC,26,58,10,,
SCB,58,43,20,,
SADBL,22,45,175,,
NIFRA,49,10,37,,
NIFRA,49,14,29,,
NIFRA,49,21,34,,
UPCL,28,57,140,,
MBJC,26,57,10,,
MEGA,56,26,500,,
MBJC,26,10,10,,
UMHL,10,28,800,,
MBJC,26,32,10,,
UPCL,58,41,50,,
UPCL,43,41,50,,
ICFC,6,47,20,,
GLICL,6,40,100,,
GLICL,6,35,60,,
KBL,6,7,200,,
AKJCL,11,41,100,,
MBJC,26,7,10,,
NRIC,45,45,63,,
NRIC,21,45,33,,
UPPER,52,56,80,,
NRIC,10,45,14,,
UPPER,52,48,20,,
UPPER,52,34,90,,
MBJC,49,21,10,,
MBJC,49,58,10,,
MBJC,49,58,10,,
API,45,58,150,,
MBJC,49,58,10,,
ICFC,13,17,500,,
CBL,35,6,400,,
CBL,35,11,100,,
MBJC,49,34,10,,
KKHC,34,41,50,,
PICL,28,58,590,,
FMDBL,42,41,10,,
FMDBL,42,40,20,,
MBJC,49,4,10,,
LEC,7,44,10,,
NICLBSL,59,5,30,,
GBIME,45,51,56,,
MBJC,49,10,10,,
NIFRA,6,6,50,,
GBBL,29,58,148,,
MBJC,49,7,10,,
KBL,8,7,100,,
MBJC,49,45,10,,
KRBL,52,45,10,,
MBJC,49,45,10,,
PICL,59,58,410,,
PICL,59,50,20,,
MBJC,49,59,10,,
JOSHI,38,13,20,,
JOSHI,38,43,180,,
SLI,38,34,50,,
NLIC,3,44,36,,
HGI,22,42,14,,
CHDC,1,22,10,,
HGI,22,41,100,,
JOSHI,49,43,20,,
MBJC,49,49,10,,
NABIL,4,34,18,,
NABIL,42,34,50,,
NABIL,17,34,30,,
NABIL,51,34,50,,
NABIL,41,34,10,,
NABIL,36,34,10,,
NABIL,51,34,10,,
NABIL,38,34,50,,
NABIL,7,34,10,,
NABIL,35,34,10,,
SICL,4,34,50,,
NABIL,28,34,50,,
SICL,29,34,45,,
NABIL,35,34,30,,
MBJC,49,57,10,,
SHIVM,36,5,100,,
SHIVM,36,6,50,,
SHIVM,36,49,30,,
MBJC,49,36,10,,
MBJC,49,42,10,,
CFCL,48,58,85,,
