  12:04:01,1,2,3,4,5
MBJC,14,38,10,,
EBL,26,58,100,,
SHINE,58,34,226,,
SHINE,58,21,14,,
SHINE,58,57,200,,
SHINE,58,57,120,,
SHINE,58,39,150,,
SHINE,58,21,290,,
SHL,32,45,100,,
SHIVM,14,32,1000,,
MBJC,14,42,10,,
MBJC,14,38,10,,
HIDCL,26,45,140,,
EBL,21,58,500,,
MBJC,14,58,10,,
EBL,28,58,290,,
ULI,35,34,100,,
UPPER,34,38,40,,
SFCL,34,57,60,,
SFCL,34,34,40,,
MBJC,14,52,10,,
CBL,49,42,10,,
CBL,48,42,2000,,
CBL,6,42,990,,
CLBSL,18,45,290,,
JBBL,49,7,100,,
NUBL,7,49,100,,
MBJC,14,49,10,,
MBJC,14,41,10,,
SSHL,50,25,200,,
MBJC,19,54,10,,
NICA,17,45,25,,
SLI,47,32,30,,
SLI,47,14,10,,
SLI,47,49,10,,
EBL,28,29,50,,
NLIC,28,52,25,,
MBJC,19,35,10,,
MBL,56,55,10,,
ACLBSL,18,33,35,,
ACLBSL,18,44,99,,
ACLBSL,18,41,50,,
ACLBSL,18,46,16,,
SCB,45,49,73,,
RMF1,13,41,700,,
AKPL,41,28,100,,
NYADI,50,46,10,,
NYADI,50,6,10,,
UMRH,26,17,10,,
JBBL,45,42,817,,
JBBL,51,42,100,,
JBBL,57,42,300,,
JBBL,47,42,100,,
JBBL,42,42,20,,
JBBL,3,42,700,,
JBBL,54,42,150,,
JBBL,53,42,100,,
JBBL,32,42,20,,
JBBL,43,42,100,,
JBBL,1,42,20,,
JBBL,49,42,50,,
JBBL,26,42,23,,
HIDCL,17,59,118,,
MBJC,19,52,10,,
JBBL,6,7,100,,
HIDCL,49,45,200,,
ACLBSL,35,17,40,,
ACLBSL,3,17,10,,
ACLBSL,22,17,50,,
JBLB,17,45,10,,
KKHC,53,41,25,,
LBL,46,44,120,,
MBJC,19,26,10,,
MBJC,19,58,10,,
MBJC,19,3,10,,
LEC,56,28,100,,
MBJC,41,51,10,,
KSBBL,7,41,28,,
KSBBL,7,34,200,,
KSBBL,7,17,230,,
MBJC,41,47,10,,
MBJC,41,56,10,,
JOSHI,56,47,1000,,
NIFRA,1,6,18,,
NFS,28,17,1778,,
NFS,28,41,1500,,
NFS,28,6,40,,
NFS,28,47,15,,
NFS,28,41,65,,
NFS,28,48,35,,
PRVU,5,36,110,,
SHL,38,26,300,,
NGPL,32,7,50,,
RADHI,45,34,100,,
MBJC,41,5,10,,
FOWAD,57,59,25,,
FOWAD,57,32,20,,
JLI,57,51,10,,
JLI,57,58,10,,
JLI,57,49,10,,
JLI,57,29,10,,
JLI,57,47,10,,
SHIVM,48,57,100,,
NRN,38,5,175,,
NRN,38,55,300,,
MBJC,41,38,10,,
NRN,38,57,25,,
NRIC,41,16,29,,
NLIC,16,53,20,,
KSBBL,43,17,250,,
KSBBL,17,17,50,,
MBJC,41,58,10,,
AHPC,39,34,19,,
AHPC,39,19,50,,
AHPC,39,35,100,,
AHPC,39,47,110,,
AHPC,39,10,221,,
JLI,11,29,10,,
TPC,56,29,450,,
MMF1,58,29,100,,
MBJC,41,51,10,,
SLI,22,21,10,,
GUFL,45,22,25,,
MBJC,41,47,10,,
AKJCL,33,47,50,,
MBJC,45,6,11,,
MBJC,58,6,30,,
MBJC,25,6,50,,
MBJC,43,6,200,,
MBJC,45,6,30,,
MBJC,45,6,20,,
MBJC,6,6,10,,
MBJC,58,6,10,,
MBJC,57,6,10,,
MBJC,58,6,10,,
MBJC,4,6,50,,
MBJC,21,6,10,,
MBJC,45,6,10,,
MBJC,34,6,20,,
MBJC,35,6,100,,
MBJC,49,6,110,,
MBJC,39,6,100,,
MBJC,38,6,100,,
MBJC,48,6,10,,
MBJC,36,6,10,,
MBJC,34,6,100,,
MBJC,25,6,100,,
MBJC,7,6,200,,
MBJC,49,6,10,,
MBJC,36,6,10,,
MBJC,7,6,100,,
MBJC,38,6,20,,
MBJC,49,6,30,,
MBJC,34,6,16,,
MBJC,53,6,10,,
MBJC,6,6,100,,
MBJC,41,6,20,,
MBJC,37,6,60,,
MBJC,44,6,100,,
MBJC,14,6,20,,
MBJC,56,6,50,,
MBJC,4,6,100,,
MBJC,34,6,40,,
MBJC,28,6,20,,
MBJC,58,6,100,,
MBJC,58,6,75,,
MBJC,6,6,20,,
MBJC,6,6,80,,
KKHC,32,21,24,,
ICFC,21,26,300,,
NRN,38,57,10,,
DDBL,8,51,10,,
ULI,35,17,10,,
SHIVM,14,32,1591,,
SHIVM,14,53,30,,
SHIVM,14,22,50,,
SHIVM,14,34,44,,
SHIVM,14,59,200,,
SHIVM,14,35,15,,
SHIVM,14,48,20,,
SHIVM,14,42,50,,
ULI,35,35,10,,
SCB,35,58,14,,
MBJC,6,35,10,,
CORBL,14,51,200,,
CORBL,14,51,300,,
MBJC,6,7,10,,
NMBMF,57,39,10,,
ACLBSL,34,41,50,,
MEGA,10,4,160,,
SINDU,58,42,10,,
MBJC,6,52,10,,
MLBL,7,42,422,,
MLBL,7,55,200,,
AKJCL,49,47,20,,
NIFRA,7,49,60,,
MBJC,6,45,10,,
UPCL,58,47,300,,
CIT,56,33,30,,
MBJC,6,51,10,,
NLICL,18,21,90,,
PRVU,5,51,290,,
JBBL,19,57,28,,
HDL,36,58,30,,
KSBBL,45,41,50,,
HDL,49,16,10,,
NMBMF,49,17,54,,
HDL,13,58,10,,
MBJC,6,26,10,,
HDL,11,58,20,,
NIFRA,7,58,50,,
SLI,39,49,10,,
JOSHI,13,42,39,,
JOSHI,53,42,20,,
JOSHI,58,42,39,,
JBLB,44,56,10,,
SJCL,29,8,10,,
NABIL,17,17,69,,
ALBSL,42,17,82,,
NABIL,58,17,2901,,
NABIL,34,17,30,,
ALBSL,14,17,18,,
CIT,55,33,10,,
MBJC,6,47,10,,
MBJC,6,56,10,,
CIT,57,33,50,,
PRVU,33,51,100,,
PROFL,33,55,100,,
PIC,22,25,170,,
PIC,49,25,500,,
PIC,22,25,150,,
HIDCL,25,45,56,,
PIC,42,25,30,,
UPPER,16,43,143,,
GHL,45,45,250,,
MBJC,6,26,10,,
MBJC,6,58,10,,
NIFRA,58,6,250,,
MBJC,6,34,10,,
HIDCL,47,45,350,,
HIDCL,47,58,100,,
HIDCL,47,21,50,,
NABIL,35,38,10,,
GLH,35,59,10,,
MBJC,6,56,10,,
PRVU,56,51,10,,
EBL,28,49,660,,
JOSHI,58,57,61,,
CBL,6,57,10,,
JOSHI,6,57,39,,
NIFRA,57,6,20,,
CIT,55,33,100,,
CIT,45,33,10,,
LEMF,47,6,1000,,
LEMF,58,6,500,,
KBL,29,53,133,,
KBL,34,53,87,,
SBL,14,53,202,,
NLIC,58,53,20,,
MBJC,6,52,10,,
API,16,35,10,,
CBBL,28,7,65,,
JBLB,44,57,10,,
BARUN,38,55,100,,
BARUN,38,45,20,,
SAHAS,58,22,10,,
NIL,20,51,40,,
SANIMA,32,42,86,,
SANIMA,32,33,200,,
SANIMA,32,22,50,,
SANIMA,32,22,100,,
NABIL,54,38,40,,
MBJC,6,26,10,,
PICL,28,34,1300,,
PICL,28,34,200,,
NHPC,4,47,1665,,
NHPC,52,47,335,,
MBJC,6,39,10,,
CBBL,57,42,10,,
SABSL,42,35,35,,
GMFIL,59,41,48,,
MBJC,6,56,10,,
MHNL,28,57,425,,
MHNL,38,57,575,,
NBL,57,8,100,,
SKBBL,57,55,10,,
MKJC,42,38,10,,
MNBBL,32,36,215,,
MBJC,6,16,10,,
SHINE,38,34,90,,
SHINE,10,34,50,,
SHINE,52,34,110,,
SHINE,42,34,50,,
RLFL,39,19,100,,
GBIME,58,48,20,,
PICL,1,44,35,,
NICLBSL,57,34,70,,
CIT,45,3,11,,
FOWAD,58,32,50,,
MBJC,6,40,10,,
MBL,48,17,61,,
NHPC,52,47,300,,
NHPC,52,45,20,,
NHPC,52,45,140,,
NHPC,52,55,100,,
NHPC,52,52,20,,
NHPC,52,58,60,,
HIDCL,17,7,200,,
MBJC,6,57,10,,
PRVU,38,51,100,,
SAHAS,58,36,10,,
MBJC,6,16,10,,
NIFRA,44,6,162,,
CBL,45,50,10,,
SBL,14,45,450,,
SBL,42,45,50,,
AKPL,22,28,85,,
MBJC,6,38,10,,
JLI,11,36,10,,
CIT,36,57,11,,
RHPL,58,8,40,,
API,58,22,1000,,
API,58,51,973,,
API,58,41,200,,
MBJC,6,26,10,,
JFL,34,45,10,,
CHL,34,57,10,,
MBJC,6,11,10,,
SIGS2,35,44,2500,,
ICFC,39,26,100,,
PLI,34,42,10,,
AHPC,48,10,75,,
AHPC,48,43,25,,
NHPC,52,58,40,,
NHPC,52,32,460,,
MBJC,6,21,10,,
MBJC,6,38,10,,
KPCL,45,44,50,,
SLI,22,58,10,,
EBL,58,49,500,,
CCBL,52,42,1000,,
CCBL,52,42,1000,,
MBJC,6,38,10,,
SHIVM,48,29,50,,
MBJC,6,49,10,,
SCB,35,58,10,,
MBJC,6,52,10,,
MBJC,6,47,10,,
MBJC,6,47,10,,
MBJC,6,21,10,,
KSBBL,38,17,870,,
KSBBL,38,41,130,,
MPFL,49,35,100,,
MLBL,49,55,200,,
AKPL,34,28,20,,
GBLBS,53,59,15,,
KRBL,28,35,300,,
SLI,22,38,10,,
AKPL,38,28,383,,
MBJC,6,49,10,,
MBJC,6,16,10,,
MBJC,6,19,10,,
KSBBL,32,41,100,,
MHNL,38,14,25,,
MHNL,55,14,125,,
MHNL,45,14,350,,
RHPL,58,40,100,,
RHPL,58,51,251,,
MBJC,6,26,10,,
GLH,35,8,10,,
MLBL,7,47,58,,
MLBL,57,47,200,,
MLBL,50,47,30,,
MLBL,45,47,12,,
NCCB,14,1,170,,
NCCB,19,1,30,,
PROFL,35,56,490,,
PROFL,51,56,10,,
EIC,45,17,10,,
MBJC,6,35,10,,
NICA,58,36,10,,
NICA,41,36,50,,
NICA,20,36,10,,
RHPL,50,51,100,,
CZBIL,14,49,95,,
CZBIL,19,49,44,,
MBJC,6,32,10,,
HIDCL,17,19,500,,
SANIMA,17,58,30,,
EIC,59,58,10,,
SIFC,6,34,10,,
MHNL,45,57,500,,
MBJC,6,38,10,,
MBJC,6,51,10,,
MFIL,34,48,10,,
SICL,29,58,1000,,
DDBL,8,32,50,,
DDBL,38,32,50,,
DDBL,14,32,100,,
MBJC,6,58,10,,
NGPL,19,6,200,,
ADBL,49,42,45,,
ADBL,52,42,1130,,
MBJC,6,21,10,,
MBJC,6,21,10,,
SLICL,38,54,30,,
SLICL,4,54,70,,
SHINE,10,38,160,,
SHINE,10,38,140,,
SHINE,49,38,40,,
SHINE,16,38,200,,
MBJC,6,50,10,,
NFS,3,50,50,,
MNBBL,32,36,285,,
HIDCL,17,21,100,,
HIDCL,17,49,200,,
HIDCL,17,48,100,,
HIDCL,17,57,15,,
HIDCL,17,41,260,,
NMB50,39,19,500,,
CFCL,19,14,445,,
MBJC,6,58,10,,
NLIC,47,53,39,,
DDBL,13,57,200,,
DDBL,37,57,142,,
SAHAS,58,35,10,,
CIT,48,38,11,,
JBLB,48,58,10,,
GBBL,48,33,20,,
MBJC,6,58,10,,
RHPL,45,51,100,,
KBL,46,38,100,,
HIDCL,1,41,20,,
TPC,53,49,10,,
MBJC,6,19,10,,
ULI,35,54,10,,
MBJC,6,58,10,,
LEMF,58,6,500,,
AKJCL,54,47,25,,
AKJCL,49,47,75,,
AKJCL,54,47,100,,
AKJCL,56,47,177,,
AHPC,1,25,50,,
AHPC,1,52,70,,
PICL,38,44,265,,
PICL,38,28,35,,
GUFL,43,52,70,,
MPFL,49,32,400,,
HDL,11,45,50,,
HDL,11,55,30,,
MBJC,6,39,10,,
MBJC,6,26,10,,
NMFBS,58,47,25,,
NMFBS,13,47,100,,
MBJC,6,59,10,,
AKJCL,59,49,30,,
JOSHI,6,1,20,,
SHEL,47,56,50,,
API,43,41,200,,
API,58,41,100,,
SSHL,50,25,200,,
SPDL,48,52,100,,
NIFRA,7,20,25,,
MBJC,6,49,10,,
LBBL,50,17,500,,
MBJC,6,45,10,,
SHINE,35,45,200,,
SHIVM,20,33,500,,
PFL,32,44,87,,
MBJC,6,47,10,,
HDL,6,55,10,,
SLI,22,36,10,,
GLICL,49,17,100,,
MBJC,6,16,10,,
UPPER,33,43,57,,
UPPER,33,26,200,,
UPPER,33,45,1000,,
UPPER,33,3,500,,
UPPER,33,41,100,,
UPPER,33,17,43,,
EBL,26,49,200,,
RADHI,41,35,29,,
MBJC,6,40,10,,
BARUN,3,59,11,,
NTC,59,50,1160,,
AKJCL,56,38,80,,
DDBL,13,57,300,,
GMFIL,3,41,20,,
SBI,48,43,100,,
MBJC,6,49,10,,
MBJC,6,58,10,,
SCB,36,58,58,,
HDL,45,55,10,,
CCBL,52,45,100,,
MBJC,6,26,10,,
PLIC,46,53,100,,
FOWAD,55,32,10,,
MBJC,6,57,10,,
RADHI,41,56,390,,
RADHI,45,56,500,,
MBJC,6,52,10,,
MBJC,6,35,10,,
NHPC,22,32,150,,
MBJC,46,49,5,,
MBJC,6,49,10,,
NHPC,44,32,100,,
HIDCL,19,41,20,,
NLICL,45,21,100,,
LBL,33,1,39,,
LBL,33,1,150,,
LBL,33,54,347,,
ICFC,4,28,220,,
ICFC,4,34,10,,
ICFC,4,34,20,,
ICFC,4,55,130,,
MBJC,6,55,10,,
MBJC,6,52,10,,
HIDCL,52,41,50,,
NRN,5,42,30,,
NRN,5,1,10,,
API,48,41,200,,
KSBBL,34,48,200,,
KSBBL,16,48,150,,
KSBBL,33,48,164,,
KSBBL,17,48,300,,
NABIL,29,38,20,,
NLBBL,52,35,18,,
SIFC,14,21,50,,
SIFC,14,39,250,,
NIFRA,7,58,35,,
MBJC,6,34,10,,
ICFC,45,55,30,,
ICFC,45,41,30,,
MBJC,6,4,10,,
GUFL,43,56,100,,
NYADI,43,56,10,,
MBJC,6,55,10,,
HIDCL,20,13,120,,
KSBBL,17,35,200,,
AKJCL,44,51,30,,
UPPER,44,17,50,,
SADBL,50,34,167,,
SADBL,22,34,33,,
CBL,42,50,10,,
MMF1,58,4,100,,
BPCL,58,38,13,,
MBJC,6,52,10,,
NICLBSL,55,48,70,,
NICLBSL,55,13,100,,
MBJC,6,6,10,,
NCCB,19,50,152,,
GIC,34,55,10,,
ULI,45,45,10,,
ULI,45,41,10,,
ULI,45,48,10,,
GLH,16,42,10,,
NIFRA,32,6,50,,
PFL,38,44,300,,
HDL,51,26,10,,
NLIC,52,53,150,,
MBJC,6,58,10,,
SFCL,58,34,10,,
SPC,56,58,10,,
MBJC,6,19,10,,
KBL,58,1,200,,
MBJC,6,21,10,,
MHNL,45,57,150,,
MHNL,53,57,715,,
SJCL,29,38,40,,
MBJC,6,49,10,,
PFL,38,58,92,,
PFL,3,58,50,,
MBJC,6,34,10,,
MBJC,6,39,10,,
API,33,45,28,,
API,33,35,152,,
NIFRA,7,28,10,,
AHPC,46,52,130,,
JOSHI,6,52,41,,
UPPER,51,17,457,,
UPPER,33,17,200,,
UPPER,51,17,250,,
PCBL,19,16,140,,
PCBL,35,16,40,,
CZBIL,19,54,56,,
NLICL,54,21,10,,
MBJC,6,1,10,,
SBL,20,53,500,,
GBIME,58,50,274,,
GBIME,19,50,140,,
GBIME,54,50,550,,
GBIME,42,50,100,,
GBIME,51,50,50,,
GBIME,39,50,286,,
SCB,36,43,107,,
SHEL,47,58,10,,
SCB,58,58,18,,
NHPC,58,32,190,,
CIT,46,38,30,,
NHPC,45,32,100,,
MBJC,6,21,10,,
SLICL,4,43,10,,
DDBL,37,51,15,,
MHNL,53,49,285,,
MHNL,14,49,30,,
MBJC,6,49,10,,
MHNL,46,49,100,,
SRBL,56,47,15,,
SRBL,58,47,85,,
ADBL,52,1,100,,
BARUN,54,21,50,,
BARUN,34,21,200,,
BARUN,1,21,400,,
BARUN,58,21,1000,,
BARUN,33,21,900,,
BARUN,28,21,400,,
BARUN,22,21,74,,
BARUN,11,21,100,,
MLBL,7,45,120,,
SHIVM,20,38,20,,
UPPER,51,13,30,,
UPPER,57,13,50,,
UPPER,28,13,30,,
HGI,4,18,30,,
HGI,4,18,100,,
API,32,41,200,,
PICL,52,28,15,,
NIFRA,58,3,50,,
AKJCL,56,3,93,,
SHEL,47,47,10,,
UPPER,51,58,50,,
PCBL,41,22,50,,
PCBL,44,22,20,,
MBJC,6,14,10,,
SPDL,38,58,300,,
TRH,57,58,10,,
MBJC,6,34,10,,
NHPC,16,45,100,,
CBL,6,50,20,,
LBL,46,32,50,,
MBJC,6,38,10,,
MMF1,58,41,200,,
DHPL,52,7,90,,
DHPL,52,46,50,,
DHPL,52,57,60,,
MBJC,6,49,10,,
MBJC,6,58,10,,
CIT,54,57,20,,
NHPC,22,44,500,,
HIDCL,59,26,500,,
HIDCL,21,26,500,,
MBJC,6,45,10,,
MBJC,6,45,10,,
API,32,41,100,,
SBL,45,53,25,,
SBL,17,53,1823,,
SBL,38,53,450,,
AKJCL,53,49,13,,
MLBL,19,48,10,,
MLBL,28,48,50,,
NTC,48,50,100,,
MLBS,3,19,10,,
MBJC,6,44,10,,
MLBL,26,45,70,,
SANIMA,43,45,35,,
SANIMA,34,45,300,,
SANIMA,45,45,65,,
JFL,43,32,50,,
RSDC,42,5,51,,
SAHAS,58,49,10,,
MBJC,6,49,10,,
CCBL,52,14,400,,
RMDC,1,39,10,,
GBLBS,46,55,15,,
SJCL,29,26,40,,
GLICL,45,6,150,,
SAHAS,58,21,10,,
NBL,57,44,96,,
MBJC,6,57,10,,
NLIC,16,36,20,,
SANIMA,19,50,100,,
UPPER,32,42,100,,
API,46,28,15,,
MBJC,6,21,10,,
SBI,33,19,1000,,
MBJC,6,59,10,,
MBJC,6,59,10,,
MBJC,6,38,10,,
PMHPL,38,29,10,,
BFC,4,35,75,,
NFS,49,48,150,,
MBJC,1,58,10,,
SHINE,42,45,100,,
JOSHI,13,48,50,,
MNBBL,32,34,215,,
CBL,29,50,60,,
CBL,48,50,100,,
CBL,1,50,1000,,
CBL,6,50,100,,
CBL,34,50,1000,,
CBL,14,50,700,,
CBL,33,50,743,,
MHNL,39,49,50,,
MHNL,17,49,15,,
SSHL,45,25,100,,
MBJC,58,19,10,,
ULI,6,41,10,,
NABIL,34,8,90,,
API,32,41,100,,
MBJC,41,52,10,,
LICN,25,54,10,,
PRIN,57,58,15,,
LGIL,34,35,120,,
MBJC,41,34,10,,
LGIL,7,35,50,,
LGIL,58,35,10,,
LLBS,4,47,10,,
UPCL,38,57,200,,
MBJC,58,57,10,,
LEC,56,53,200,,
LEC,56,54,10,,
LEC,56,56,70,,
API,32,29,99,,
GLBSL,42,17,20,,
MBJC,45,11,10,,
NRIC,34,16,50,,
MBJC,45,16,10,,
RLI,57,26,10,,
MBJC,45,38,10,,
PRVU,38,16,150,,
GBIME,39,57,514,,
SLI,22,49,10,,
HIDCL,14,52,61,,
UPPER,32,45,300,,
IGI,37,16,33,,
IGI,55,16,176,,
IGI,49,16,176,,
IGI,38,16,300,,
IGI,26,16,300,,
IGI,57,16,15,,
NIFRA,6,47,30,,
NIFRA,34,47,10,,
NIFRA,40,47,10,,
MBJC,45,46,10,,
HDL,49,35,63,,
HDL,10,35,18,,
HDL,4,35,29,,
MBJC,47,1,10,,
MBJC,47,51,10,,
GBBL,28,20,100,,
GBBL,13,20,30,,
NLICL,20,6,50,,
NIFRA,58,58,5,,
NIFRA,58,58,10,,
NIFRA,58,49,50,,
SCB,36,58,335,,
NIFRA,58,49,35,,
SCB,36,58,265,,
CHDC,21,19,10,,
ADBL,52,16,1100,,
SAHAS,58,1,10,,
NABIL,34,59,10,,
NABIL,36,59,90,,
MBJC,47,57,10,,
NIFRA,5,49,15,,
NIFRA,5,45,485,,
MBJC,8,10,10,,
MBJC,8,49,10,,
CBL,33,56,50,,
CBL,33,17,50,,
ULI,8,17,10,,
MNBBL,32,50,56,,
MNBBL,32,33,200,,
SJCL,29,58,100,,
MBJC,8,19,10,,
MBJC,8,19,10,,
AHPC,46,21,100,,
AHPC,46,4,570,,
MBJC,8,21,10,,
MBJC,8,55,10,,
CIT,19,38,83,,
CIT,43,38,30,,
CIT,25,38,10,,
MBJC,8,58,10,,
MMF1,58,4,100,,
MLBL,28,48,50,,
MLBL,14,48,150,,
API,32,29,106,,
MBJC,8,42,10,,
MBJC,8,7,10,,
NSLB,44,45,200,,
CIT,13,38,10,,
MLBL,14,25,50,,
MBJC,8,58,10,,
NLG,4,35,50,,
GLICL,36,6,100,,
MBJC,8,42,10,,
SIC,7,44,265,,
SIC,7,44,225,,
SIC,14,44,500,,
SIC,19,44,10,,
PIC,42,51,10,,
NMB,49,20,100,,
MBJC,8,5,10,,
NHPC,22,45,500,,
NICA,20,37,190,,
NICA,36,37,110,,
MBJC,8,49,10,,
NICLBSL,49,59,4,,
NBL,6,44,10,,
SHL,53,26,100,,
RHPL,44,26,45,,
HDL,4,26,10,,
RHPL,52,26,25,,
ULI,8,1,10,,
MBJC,8,59,10,,
AHPC,38,21,50,,
AHPC,38,21,200,,
AHPC,38,41,200,,
AHPC,38,59,1000,,
API,32,41,1894,,
API,45,41,106,,
GHL,11,14,100,,
SCB,34,58,100,,
NFS,58,48,65,,
UPPER,29,45,100,,
MBJC,8,54,10,,
JBLB,26,21,20,,
JBLB,34,21,50,,
JBLB,34,21,30,,
JOSHI,28,48,150,,
ILBS,59,14,12,,
MBJC,8,52,10,,
MEGA,33,50,159,,
MEGA,33,34,50,,
MEGA,33,43,100,,
MEGA,33,46,100,,
MEGA,33,52,250,,
MEGA,33,4,131,,
NICA,14,45,10,,
EIC,4,17,50,,
UPPER,36,45,50,,
NLIC,29,16,20,,
DHPL,48,38,100,,
HDL,4,42,10,,
HDL,4,34,100,,
HDL,4,26,51,,
MBJC,8,51,10,,
MBJC,8,49,10,,
NYADI,43,45,10,,
KBL,43,34,10,,
MBJC,8,17,10,,
NIFRA,17,45,100,,
UPPER,28,25,70,,
UPPER,1,25,430,,
HDHPC,26,35,100,,
RMDC,35,11,50,,
MNBBL,11,34,300,,
MBJC,8,34,10,,
PRVU,1,58,77,,
MBJC,8,58,10,,
PRVU,51,58,10,,
GBIME,53,44,1000,,
MBJC,8,6,10,,
SANIMA,45,22,100,,
LLBS,4,47,10,,
MBJC,8,1,10,,
MBJC,8,38,10,,
GBBL,13,38,60,,
MBJC,8,38,10,,
SHL,32,4,281,,
PPCL,51,6,800,,
PPCL,51,47,200,,
DDBL,37,29,43,,
SADBL,55,58,100,,
API,58,26,500,,
API,58,3,110,,
JBLB,34,58,10,,
NBL,26,44,500,,
NIFRA,40,26,40,,
GBIME,40,44,875,,
GBIME,40,57,125,,
MLBS,6,19,20,,
MBJC,8,21,10,,
NIFRA,21,45,10,,
MBJC,8,38,10,,
SBI,56,18,510,,
MNBBL,49,35,242,,
RHPL,49,52,20,,
NIFRA,45,45,100,,
NIFRA,25,45,15,,
MBJC,8,58,10,,
NGPL,38,29,280,,
NGPL,44,29,200,,
LBL,52,54,50,,
LBL,45,54,110,,
NYADI,39,57,10,,
JFL,43,51,260,,
JFL,26,51,40,,
JFL,36,51,100,,
SHINE,20,45,300,,
NABIL,56,32,73,,
NABIL,56,57,27,,
MBJC,8,49,10,,
MBJC,8,45,10,,
PLI,55,52,20,,
ICFC,11,4,20,,
SAHAS,58,22,10,,
SAHAS,58,52,10,,
SAHAS,58,4,10,,
SAHAS,58,38,10,,
MBJC,8,39,10,,
LBBL,33,42,156,,
LBBL,42,42,500,,
LBBL,29,42,10,,
LBBL,11,42,100,,
LBBL,53,42,100,,
LBBL,28,42,200,,
LBBL,49,42,646,,
LBBL,43,42,28,,
LBBL,26,42,250,,
LBBL,45,42,10,,
SCB,36,58,235,,
ULI,8,49,10,,
SDLBSL,52,54,29,,
SLBBL,57,34,40,,
HIDCL,59,41,1000,,
MBJC,8,10,10,,
MBL,6,43,445,,
UPPER,1,58,50,,
GHL,58,34,875,,
HIDCL,59,48,40,,
MBJC,8,21,10,,
HPPL,34,57,75,,
MLBL,50,55,100,,
MLBL,50,38,100,,
SCB,55,58,40,,
SCB,51,58,500,,
SCB,44,58,200,,
MBJC,8,58,10,,
SCB,44,58,25,,
GBIME,33,57,100,,
CFCL,59,47,50,,
ICFC,53,21,50,,
RMDC,54,11,10,,
MBJC,8,38,10,,
MBJC,8,52,10,,
NIFRA,14,45,100,,
SAHAS,36,58,10,,
GBBL,42,53,13,,
MBJC,8,47,10,,
MBJC,8,54,10,,
ULI,46,35,10,,
MBJC,8,57,10,,
NIFRA,45,45,20,,
KSBBL,33,17,36,,
KSBBL,14,17,100,,
KSBBL,51,17,25,,
KSBBL,47,17,189,,
RHPL,34,52,30,,
MBJC,8,58,10,,
AKPL,38,38,17,,
PMHPL,22,57,350,,
HDL,22,26,10,,
MBJC,14,50,10,,
NLIC,49,16,10,,
CCBL,16,34,77,,
CIT,39,38,50,,
NEF,48,26,307,,
NEF,58,26,141,,
NEF,48,26,759,,
API,46,3,190,,
UPPER,45,45,100,,
NMFBS,44,47,126,,
PFL,46,58,58,,
PFL,46,45,142,,
MBJC,14,1,10,,
HIDCL,59,28,150,,
UPPER,38,45,50,,
MBJC,14,13,10,,
KPCL,22,45,10,,
GMFBS,13,8,42,,
GMFBS,37,8,10,,
GMFBS,48,8,18,,
GMFBS,48,8,20,,
GMFBS,45,8,10,,
AHPC,58,19,50,,
AHPC,58,40,150,,
SHL,25,26,174,,
PLIC,51,53,30,,
ICFC,53,4,100,,
JFL,33,45,100,,
DHPL,48,21,80,,
HIDCL,59,57,170,,
HIDCL,57,57,100,,
HIDCL,34,57,200,,
NYADI,8,13,10,,
HIDCL,49,57,100,,
HIDCL,7,57,44,,
HIDCL,19,57,186,,
MBJC,14,4,10,,
MBJC,14,10,10,,
CIT,10,38,30,,
NIFRA,22,45,100,,
NIFRA,58,45,100,,
NIFRA,7,45,10,,
NIFRA,58,45,60,,
SHL,32,35,100,,
MBJC,14,58,10,,
UMHL,58,41,100,,
NIFRA,58,58,50,,
PFL,3,45,170,,
PFL,3,28,30,,
HIDCL,26,52,200,,
EBL,37,49,500,,
MBJC,14,49,33,,
MBJC,19,49,10,,
MBJC,57,49,100,,
MBJC,26,49,10,,
MBJC,49,49,10,,
MBJC,7,49,10,,
MBJC,45,49,20,,
MBJC,49,49,100,,
MBJC,38,49,100,,
MBJC,49,49,10,,
MBJC,3,49,500,,
MBJC,45,49,10,,
MBJC,48,49,20,,
MBJC,28,49,100,,
MBJC,7,49,50,,
MBJC,29,49,100,,
MBJC,49,49,70,,
MBJC,16,49,100,,
MBJC,1,49,10,,
MBJC,38,49,10,,
MBJC,42,49,10,,
MBJC,39,49,390,,
NBL,14,44,300,,
PFL,25,45,40,,
PFL,17,45,100,,
MBJC,39,58,10,,
MBJC,39,8,10,,
MBJC,39,16,10,,
RHPL,44,35,75,,
RHPL,39,35,100,,
RHPL,20,35,25,,
TPC,56,48,10,,
MBJC,39,38,10,,
MBJC,39,57,10,,
MBJC,39,4,10,,
CFCL,59,45,40,,
NLICL,20,18,18,,
SBL,38,22,50,,
MLBL,50,34,230,,
NBL,34,44,30,,
AKJCL,53,58,17,,
RADHI,41,25,55,,
RADHI,19,25,15,,
KSBBL,22,35,200,,
NRIC,47,16,10,,
NRIC,47,4,40,,
MBJC,39,36,10,,
CFCL,59,45,250,,
CFCL,59,34,250,,
KSBBL,22,35,20,,
MBJC,39,52,10,,
UPPER,45,45,100,,
BPCL,58,34,83,,
MBJC,39,34,10,,
BPCL,58,34,17,,
MBJC,39,58,10,,
MBJC,39,39,10,,
UPCL,42,17,80,,
UPPER,1,19,20,,
LLBS,4,47,17,,
SHIVM,20,6,20,,
KSBBL,6,35,10,,
CFCL,19,13,355,,
MKJC,43,57,10,,
MBJC,48,49,10,,
